brand,model,product_name,price,rating,shipping,url,3D VISION Game Ready ,Boost Clock ,Brand ,CUDA Cores ,Card Dimensions (L x H) ,Chipset Manufacturer ,Cooler ,Core Clock ,DVI ,Date First Available ,DirectX ,DisplayPort ,Dual-Link DVI Supported ,Edition ,Effective Memory Clock ,Features ,Form Factor ,GPU ,GPU Series ,HDCP Ready ,HDMI ,Interface ,Mac Edition ,Max GPU Length ,Max Resolution ,Memory Interface ,Memory Size ,Memory Type ,Model ,Multi-Monitor Support ,OpenGL ,Operating Systems Supported ,Option ,Package Contents ,Power Connector ,RAMDAC ,SLI Support ,Series ,Shader Clock ,Slot Width ,Stream Processors ,System Requirements ,Thermal Design Power ,Virtual Reality Ready ,review_numbers,Length (mm),Height (mm)
GIGABYTE,GTX 1080,"GIGABYTE AORUS Xtreme GeForce GTX 1080 Ti Waterforce 11GD, GV-N108TAORUSXW-11GD",$920.00 –,,,https://www.newegg.com/gigabyte-geforce-gtx-1080-ti-gv-n108taorusx-w-11gd/p/1FT-000A-000R1?Description=GTX,NONE,1746 MHz (OC Mode) 1721 MHz (Gaming Mode),GIGABYTE,NONE,NONE,NVIDIA,Liquid Cooler,1632 MHz (OC Mode) 1607 MHz (Gaming Mode),1 x DVI,28-Mar-19,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,11448 MHz (OC Mode) 11232 MHz (Gaming Mode),NONE,ATX,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,NONE,3 x HDMI,PCI Express 3.0 x16,NONE,NONE,7680 x 4320,352-Bit,11GB,GDDR5X,GV-N108TAORUSX w-11GD,NONE,OpenGL 4.5,NONE,NONE,NONE,2 x 8-Pin,NONE,NONE,AORUS,NONE,Dual Slot,3584 Stream Processors,NONE,250W,Yes,0 reviews,0.0,0.0
GIGABYTE,GTX 1080,Refurb Gigabyte AORUS GeForce GTX 1080 Ti 11GB Graphic Cards GV-N108TAORUS-11GD,$920.00 –,,,https://www.newegg.com/gibabyte-geforce-gtx-1080-ti-gv-n108taorus-11gd/p/1FT-000A-000R0?Description=GTX,NONE,OC Mode: 1708 MHz Gaming Mode: 1683 MHz,GIBABYTE,3584,NONE,NVIDIA,NONE,OC Mode: 1594 MHz Gaming Mode: 1569 MHz,1 x DVI,5-Apr-19,DirectX 12,3 x DisplayPort 1.4,NONE,NONE,11010 MHz,NONE,ATX,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,NONE,2 x HDMI 2.0b,PCI Express 3.0 x16,NONE,NONE,7680 x 4320,352-Bit,11GB,GDDR5X,GV-N108TAORUS-11GD,NONE,OpenGL 4.5,NONE,NONE,NONE,2 x 8-Pin,NONE,2-Way SLI,AORUS,NONE,Dual Slot,NONE,NONE,NONE,Yes,0 reviews,0.0,0.0
EVGA,GTX 1080,"EVGA GeForce GTX 1080 Ti SC Black Edition GAMING, 11G-P4-6393-KR, 11GB GDDR5X, iCX Cooler LED Video Graphics Card",,,,https://www.newegg.com/evga-geforce-gtx-1080-ti-11g-p4-6393-kr/p/1FT-001K-00198?Description=GTX,NONE,NONE,EVGA,3584,"10.50"" x 4.38""",NVIDIA,Double Fans,1556 MHz,1 x Dual-Link DVI-D,7-Dec-18,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,11000 MHz,"Simultaneous Multi-Projection  VR Ready  NVIDIA Ansel  NVIDIA SLI w/ HB Bridge Support  NVIDIA G-SYNC  NVIDIA GameStream  NVIDIA GPU Boost 3.0  Microsoft DirectX 12  Vulkan API  OpenGL 4.5 Support  PCI Express 3.0  Max Digital Resolution - 7680 x 4320  HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVI  Built for EVGA Precision XOC  iCX Cooling  New vented heatsink fin design and pin fins for optimized airflow  Redesigned cooling with L-shaped contact fins to improve contact surface area for better heat dissipation",NONE,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,Yes,1 x HDMI 2.0b,PCI Express 3.0,NONE,267 mm,7680 x 4320,352-Bit,11GB,GDDR5X,11G-P4-6393-KR,NONE,OpenGL 4.5,"Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit",GTX 1080 Ti SC Black Edition,NONE,1 x 6-Pin 1 x 8-Pin,NONE,2-Way SLI,NONE,NONE,Dual Slot,NONE,"600 Watts or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.",250W,Yes,671 (86% Positive),266.7,111.25200000000001
ZOTAC,GTX 1080,"ZOTAC GeForce GTX 1080 Mini, ZT-P10800H-10P, 8GB GDDR5X IceStorm Cooling, Dual Fans, 90mm Pressure Optimized Fan, 100mm Maximum Airflow Optimized Fan, Direct GPU Copper Block Contact, Metal Back Plat",$479.99 –,,,https://www.newegg.com/zotac-geforce-gtx-1080-zt-p10800h-10p/p/1FT-000M-002M9?Description=GTX,NONE,1759 MHz,ZOTAC,2560,NONE,NVIDIA,NONE,1620 MHz,NONE,20-Jul-20,DirectX 12,NONE,NONE,NONE,10 GHz,NONE,NONE,GeForce GTX 1080,NVIDIA GeForce GTX 10 Series,NONE,NONE,PCI Express 3.0,NONE,NONE,NONE,256-Bit,8GB,GDDR5X,ZT-P10800H-10P,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
GIGABYTE,GTX 1080,Refurb Gigabyte AORUS GeForce GTX 1080 Ti 11GB Graphic Cards GV-N108TAORUS-11GD,$920.00 –,,,https://www.newegg.com/p/1FT-000A-00017?Description=GTX,NONE,NONE,GIGABYTE,NONE,NONE,NONE,NONE,NONE,NONE,7-Dec-18,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GV-N108TAORUS-11GD,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
EVGA,GTX 1080,"EVGA GeForce GTX 1080 Ti FTW3 GAMING, 11G-P4-6696-KR 11GB, GDDR5X, iCX Technology - 9 Thermal Sensors & RGB LED G/P/M Video Graphics Card",$889.00 –,,,https://www.newegg.com/evga-11g-p4-6696-kr/p/1FT-001K-00415?Description=GTX,NONE,1683MHz,EVGA,3584,NONE,NVIDIA,Triple Fans,1596MHz,1 x Dual-Link DVI-D,16-May-19,DirectX 12,3 x DisplayPort,Yes,NONE,1016MHz,"600 Watts or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.",NONE,NONE,NVIDIA GeForce GTX 10 Series,Yes,1 x HDMI 2.0b,PCI Express 3.0,NONE,NONE,7680 x 4320,352-Bit,11GB,GDDR5,11G-p4-6696-KR,Yes,OpenGL 4.6,NONE,NONE,NONE,2 x 8-Pin or 6+2-Pin,NONE,SLI Ready,GeForce GTX 1080 Ti,NONE,Dual Slot,NONE,NONE,NONE,Yes,0 reviews,0.0,0.0
EVGA,GTX 1080,"EVGA GeForce GTX 1080 Ti FTW3 GAMING, 11G-P4-6696-KR 11GB, GDDR5X, iCX Technology - 9 Thermal Sensors & RGB LED G/P/M Video Graphics Card",$899.00 –,,,https://www.newegg.com/evga-geforce-gtx-1080-ti-11g-p4-6696-kr/p/1FT-001K-003E1?Description=GTX,NONE,1683MHz,EVGA,3584,NONE,NVIDIA,Triple Fans,1596MHz,1 x Dual-Link DVI-D,7-Dec-18,DirectX 12,3 x DisplayPort,Yes,NONE,11016 MHz,"600 Watts or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.",NONE,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,Yes,1 x HDMI 2.0b,PCI Express 3.0,NONE,NONE,7680 x 4320,352-Bit,11GB,GDDR5,11G-p4-6696-KR,4,OpenGL 4.6,NONE,NONE,"""VIDEO CARD COMES IN RETAIL BOX WITH PICTURED ACCESSORIES ONLY! IF ITS NOT PICTURED => ITS NOT INCLUDED! HARDWARE USED FOR TESTING (CPU, Motherboard, Monitor, RAM, PSU, etc.) IS NOT INCLUDED! OUTER BOX IS A BIT TORN AND HAS RESIDUE FORM REMOVED STICKERS/LABELS => SEE IMAGES!""",2 x 8-Pin or 6+2-Pin,NONE,SLI Ready,NONE,NONE,Dual Slot,NONE,NONE,NONE,Yes,0 reviews,0.0,0.0
EVGA,GTX 1080,"EVGA GeForce GTX 1080 SC2 GAMING iCX, 08G-P4-6583-KR, 8GB GDDR5X, 9 Thermal Sensors, Asynchronous Fan Control, Thermal Display LED System, Optimized Airflow Fin Design, Die Cast/Form Fitted Baseplate/",$639.00 –,,,https://www.newegg.com/evga-geforce-gtx-1080-08g-p4-6583-kr/p/1FT-001K-00242?Description=GTX,NONE,NONE,EVGA,2560,"10.50"" x 4.38""",NVIDIA,ICX,1708 MHz,1 x Dual-Link DVI-D,11-Nov-19,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,10010 MHz,NONE,NONE,GeForce GTX 1080,NVIDIA GeForce GTX 10 Series,NONE,1 x HDMI 2.0b,PCI Express 3.0,NONE,267 mm,7680 x 4320,256-Bit,8GB,GDDR5X,08G-P4-6583-KR,4,OpenGL 4.5,"Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit",GTX 1080 SC2 iCX,NONE,8-Pin,NONE,NONE,NONE,NONE,Dual Slot,NONE,Minimum of a 500W power supply One available 8-pin PCI-E power dongle Total Power Draw: 180W,180W,Yes,0 reviews,266.7,111.25200000000001
NVIDIA,GTX 1080,GIGABYTE GeForce GTX 1080 Ti DirectX 12 GV-N108TGAMING OC-11GD 11GB 352-Bit GDDR5X PCI Express 3.0 x16 ATX Video Card,$799.99 –,,,https://www.newegg.com/p/27N-001E-00074?Description=GTX,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,14-Jul-20,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
EVGA,GTX 1080,EVGA GeForce GTX 1080 Ti FE DirectX 12 11G-P4-6390-KR 11GB 352-Bit GDDR5X PCI Express 3.0 SLI Support FOUNDERS EDITION Video Card,$695.00 –,,13.5,https://www.newegg.com/evga-geforce-gtx-1080-ti-fe-11g-p4-6390-kr/p/1FT-001K-00709?Description=GTX,NONE,1582 MHz,EVGA,3584,"10.60"" x 4.38""",NVIDIA,Single Fan,1480 MHz,NONE,13-Jan-20,DirectX 12,3 x DisplayPort 1.4,NONE,NONE,11016 MHz,NONE,NONE,GeForce GTX 1080 Ti FE,NVIDIA GeForce GTX 10 Series,Yes,1 x HDMI 2.0b,PCI Express 3.0,NONE,270 mm,7680 x 4320,352-Bit,11GB,GDDR5X,11G-P4-6390-KR,4,OpenGL 4.5,"Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit",GTX 1080 Ti Founders Edition,NONE,6-Pin / 8-Pin,NONE,SLI Ready,NONE,NONE,Dual Slot,NONE,600W or greater power supply.,NONE,Yes,0 reviews,269.24,111.25200000000001
GIGABYTE,GTX 1080,GIGABYTE GeForce GTX 1080 FE DirectX 12 GV-N1080D5X-8GD-B 8GB 256-Bit GDDR5X PCI Express 3.0 x16 SLI Support ATX Video Card,$550.00 –,,,https://www.newegg.com/gigabyte-geforce-gtx-1080-fe-gv-n1080d5x-8gd-b/p/N82E16814932152?Description=GTX,NONE,1733 MHz,GIGABYTE,2560,"10.50"" x 4.38""",NVIDIA,Single Fan,1607 MHz,1 x Dual-link DVI-D,5-Dec-19,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,10000 MHz,"Powered by NVIDIA GeForce GTX 1080Integrated with 8GB GDDR5X memory 256-bit memory interfaceNVIDIA GPU Boost 3.0Max Digital Resolution - 7680 x 4320 @ 60 HzDisplay Connectors - DP1.4, HDMI 2.0b, DL-DVI-D",ATX,GeForce GTX 1080 FE,NVIDIA GeForce GTX 10 Series,NONE,1 x HDMI 2.0b,PCI Express 3.0 x16,NONE,267 mm,7680 x 4320 @ 60 Hz,256-Bit,8GB,GDDR5X,GV-N1080D5X-8GD-B,4,OpenGL 4.5,NONE,NONE,NONE,8-Pin,NONE,2-way SLI HB,NONE,NONE,Dual Slot,NONE,Recommended PSU: 500W,NONE,Yes,0 reviews,266.7,111.25200000000001
GIGABYTE,GTX 1080,GIGABYTE AORUS GeForce GTX 1080 DirectX 12 GV-N1080AORUS-8GD R2 8GB 256-Bit GDDR5X PCI Express 3.0 x16 SLI Support ATX Video Card,$799.00 –,,,https://www.newegg.com/gigabyte-geforce-gtx-1080-gv-n1080aorus-8gd-r2/p/N82E16814932100?Description=GTX,NONE,1873 MHz in OC Mode1847 MHz in Gaming Mode,GIGABYTE,2560,"11.30"" x 5.51""",NVIDIA,WINDFORCE Stack,1733 MHz in OC Mode1708 MHz in Gaming Mode,1 x Dual-link DVI-D (Standard mode),29-May-19,DirectX 12,3 x DisplayPort 1.4 (Standard mode)3 x DisplayPort (VR mode),Yes,NONE,10010 MHz,Powered by GeForce GTX 1080WINDFORCE Stack 3 x 100mm fans cooling systemAORUS VR Link provides the best VR experienceAdvanced Copper Back Plate CoolingRGB fusion - 16.7M customizable color lightingStylish Metal Back PlateTitan X-grade Chokes and Capacitors for Extreme DurabilityIntuitive AORUS Graphics Engine,ATX,GeForce GTX 1080,NVIDIA GeForce GTX 10 Series,NONE,1 x HDMI 2.0b (Standard mode)3 x HDMI (VR mode),PCI Express 3.0 x16,NONE,287 mm,7680 x 4320,256-Bit,8GB,GDDR5X,GV-N1080AORUS-8GD R2,4,OpenGL 4.5,NONE,NONE,NONE,2 x 8-Pin,NONE,2-way SLI HB,AORUS,NONE,NONE,NONE,Recommended PSU: 500W,180W,Yes,0 reviews,287.02,139.954
EVGA,GTX 1080,"EVGA GeForce GTX 1080 Ti FTW3 HYBRID GAMING, 11GB GDDR5X, HYBRID & RGB LED Graphics Card 11G-P4-6698-KR",$899.00 –,,,https://www.newegg.com/p/1FT-001K-002K6?Description=GTX,NONE,NONE,EVGA,NONE,NONE,NONE,NONE,NONE,NONE,12-Mar-19,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
EVGA,GTX 1080,"EVGA GeForce GTX 1080 DirectX 12 08G-P4-5180-KR 8GB 256-Bit GDDR5X PCI Express 3.0 SLI Support GAMING Video Card NO ACCESSORIES WHATSOEVER! VIDEO CARD ONLY, NOTHING ELSE!",$635.00 –,,,https://www.newegg.com/p/1FT-001K-004U2?Description=GTX,NONE,NONE,NONE,NONE,NONE,NONE,Single Fan,NONE,NONE,28-May-20,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,8GB,NONE,NONE,NONE,NONE,NONE,NONE,"VIDEO CARD ONLY, NOTHING ELSE! VIDEO CARD COMES IN PLAIN NON-RETAIL PACKAGE WITHOUT ANY ACCESSORIES!  HARDWARE USED FOR TESTING (CPU, PSU, RAM, MOTHERBOARD, MONITOR, ETC.) IS NOT INCLUDED!",NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
ZOTAC,GTX 1080,ZOTAC GeForce GTX 1080 FE 8GB 256-Bit GDDR5X PCI Express 3.0 HDCP Ready SLI Support Video Card VR Ready Founders Edition DirectX 12 ZT-P10800A-10P NO ACCESSORIES!,$559.00 –,,,https://www.newegg.com/p/1FT-000M-002E9?Description=GTX,NONE,NONE,NONE,NONE,NONE,NONE,Single Fan,NONE,NONE,6-Dec-19,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,8GB,NONE,NONE,NONE,NONE,NONE,NONE,"""THIS IS A PRE-TESTED ITEM AND IT HAS SCRATCHES, BLEMISHES, AND OTHER IMPERFECTIONS => SEE POSTED IMAGES! VIDEO CARD COMES IN PLAIN NON-RETAIL BOX WITHOUT ANY ACCESSORIES AS PICTURED! IF ITS NOT PICTURED => ITS NOT INCLUDED! HARDWARE USED FOR TESTING (CPU, Motherboard, Monitor, RAM, PSU, etc.) IS NOT INCLUDED!""",NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
EVGA,GTX 1080,"EVGA GeForce GTX 1080 FTW GAMING ACX 3.0, 08G-P4-6286-KR, 8GB GDDR5X, RGB LED, 10CM FAN, 10 Power Phases, Double BIOS, DX12 OSD Support (PXOC)",$598.00 –,,,https://www.newegg.com/evga-geforce-gtx-1080-08g-p4-6286-kr/p/1FT-001K-00720?Description=GTX,NONE,1860 MHz,EVGA,2560,"10.50"" x 5.06""",NVIDIA,Double Fans,1721 MHz,1 x DVI,13-Apr-20,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,10000 MHz,NONE,NONE,GeForce GTX 1080,NVIDIA GeForce GTX 10 Series,Yes,1 x HDMI 2.0b,PCI Express 3.0 x16,NONE,267 mm,7680 x 4320,256-Bit,8GB,GDDR5X,08G-P4-6286-KR,4,OpenGL 4.5,"Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit",GTX 1080 FTW ACX3.0,NONE,2 x 8-Pin,NONE,2-Way SLI,NONE,NONE,Dual Slot,NONE,500W or greater power supply.,180W,Yes,0 reviews,266.7,128.524
